Model,MSO54
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,1.600000e-07
Record Length,81250
Zero Index,5745.281986
Vertical Units,A

TIME,CH3
2.721235e-03,-1.234375e+00
2.721395e-03,-1.398438e+00
2.721555e-03,-1.195312e+00
2.721715e-03,-1.359375e+00
2.721875e-03,-1.093750e-01
2.722035e-03,-5.937500e-01
2.722195e-03,-7.890625e-01
2.722355e-03,2.734375e-01
2.722515e-03,-3.906250e-02
2.722675e-03,-2.851562e+00
2.722835e-03,-1.382812e+00
2.722995e-03,-1.296875e+00
2.723155e-03,-7.265625e-01
2.723315e-03,-2.500000e-01
2.723475e-03,-2.367188e+00
2.723635e-03,7.812500e-02
2.723795e-03,-1.070312e+00
2.723955e-03,6.015625e-01
2.724115e-03,-3.085938e+00
2.724275e-03,-2.468750e+00
2.724435e-03,-2.335938e+00
2.724595e-03,-1.921875e+00
2.724755e-03,-1.320312e+00
2.724915e-03,-7.812500e-01
2.725075e-03,-1.281250e+00
2.725235e-03,-1.101562e+00
2.725395e-03,-2.859375e+00
2.725555e-03,3.437500e-01
2.725715e-03,-2.429688e+00
2.725875e-03,-3.203125e-01
2.726035e-03,-1.343750e+00
2.726195e-03,-6.015625e-01
2.726355e-03,1.015625e-01
2.726515e-03,-1.265625e+00
2.726675e-03,-1.742188e+00
2.726835e-03,-1.390625e+00
2.726995e-03,-1.453125e+00
2.727155e-03,-1.531250e+00
2.727315e-03,-1.898438e+00
2.727475e-03,-5.859375e-01
2.727635e-03,-2.359375e+00
2.727795e-03,-1.320312e+00
2.727955e-03,-3.515625e-01
2.728115e-03,-9.218750e-01
2.728275e-03,-1.867188e+00
2.728435e-03,-2.281250e+00
2.728595e-03,-2.546875e+00
2.728755e-03,-2.453125e+00
2.728915e-03,-1.242188e+00
2.729075e-03,2.109375e-01
2.729235e-03,-2.664062e+00
2.729395e-03,-1.304688e+00
2.729555e-03,9.375000e-01
2.729715e-03,-1.906250e+00
2.729875e-03,-1.156250e+00
2.730035e-03,-3.460938e+00
2.730195e-03,-1.031250e+00
2.730355e-03,-3.046875e-01
2.730515e-03,-1.210938e+00
2.730675e-03,-7.734375e-01
2.730835e-03,-8.046875e-01
2.730995e-03,-9.531250e-01
2.731155e-03,-2.101562e+00
2.731315e-03,-4.296875e-01
2.731475e-03,-2.109375e-01
2.731635e-03,-2.750000e+00
2.731795e-03,-1.164062e+00
2.731955e-03,-4.296875e-01
2.732115e-03,6.484375e-01
2.732275e-03,-1.156250e+00
2.732435e-03,-1.695312e+00
2.732595e-03,-1.437500e+00
2.732755e-03,-1.195312e+00
2.732915e-03,-7.500000e-01
2.733075e-03,-1.921875e+00
2.733235e-03,-2.109375e+00
2.733395e-03,-1.429688e+00
2.733555e-03,-7.656250e-01
2.733715e-03,-2.242188e+00
2.733875e-03,-2.296875e+00
2.734035e-03,-2.515625e+00
2.734195e-03,-7.265625e-01
2.734355e-03,7.812500e-02
2.734515e-03,-1.953125e-01
2.734675e-03,-1.867188e+00
2.734835e-03,-3.125000e-01
2.734995e-03,-1.476562e+00
2.735155e-03,-2.101562e+00
2.735315e-03,-2.000000e+00
2.735475e-03,-1.953125e+00
2.735635e-03,-6.640625e-01
2.735795e-03,-1.593750e+00
2.735955e-03,-1.695312e+00
2.736115e-03,-1.757812e+00
2.736275e-03,-1.140625e+00
2.736435e-03,-1.484375e+00
2.736595e-03,-1.507812e+00
2.736755e-03,-1.851562e+00
2.736915e-03,-9.218750e-01
2.737075e-03,-2.296875e+00
2.737235e-03,-1.109375e+00
2.737395e-03,-2.640625e+00
2.737555e-03,-1.703125e+00
2.737715e-03,-1.015625e-01
2.737875e-03,-2.031250e+00
2.738035e-03,-2.312500e+00
2.738195e-03,-1.687500e+00
2.738355e-03,-1.718750e+00
2.738515e-03,-1.500000e+00
2.738675e-03,-1.109375e+00
2.738835e-03,-5.156250e-01
2.738995e-03,-2.523438e+00
2.739155e-03,-1.492188e+00
2.739315e-03,-1.523438e+00
2.739475e-03,-1.796875e-01
2.739635e-03,-1.148438e+00
2.739795e-03,-1.476562e+00
2.739955e-03,-9.609375e-01
2.740115e-03,-1.468750e+00
2.740275e-03,-1.187500e+00
2.740435e-03,-8.281250e-01
2.740595e-03,-1.078125e+00
2.740755e-03,-1.968750e+00
2.740915e-03,-2.429688e+00
2.741075e-03,-5.703125e-01
2.741235e-03,-1.742188e+00
2.741395e-03,-2.757812e+00
2.741555e-03,-2.343750e+00
2.741715e-03,-8.828125e-01
2.741875e-03,-1.453125e+00
2.742035e-03,-1.179688e+00
2.742195e-03,-9.921875e-01
2.742355e-03,-2.343750e-02
2.742515e-03,-1.796875e+00
2.742675e-03,-2.421875e-01
2.742835e-03,-1.429688e+00
2.742995e-03,-1.046875e+00
2.743155e-03,-2.343750e+00
2.743315e-03,-1.109375e+00
2.743475e-03,-1.671875e+00
2.743635e-03,3.515625e-01
2.743795e-03,-2.375000e+00
2.743955e-03,-7.734375e-01
2.744115e-03,-3.593750e-01
2.744275e-03,6.796875e-01
2.744435e-03,-1.695312e+00
2.744595e-03,-6.484375e-01
2.744755e-03,-5.546875e-01
2.744915e-03,-1.953125e-01
2.745075e-03,-1.515625e+00
2.745235e-03,-2.304688e+00
2.745395e-03,-1.539062e+00
2.745555e-03,-7.343750e-01
2.745715e-03,-9.765625e-01
2.745875e-03,-1.320312e+00
2.746035e-03,-1.406250e-01
2.746195e-03,-1.648438e+00
2.746355e-03,4.843750e-01
2.746515e-03,3.515625e-01
2.746675e-03,-1.625000e+00
2.746835e-03,-1.234375e+00
2.746995e-03,-3.351562e+00
2.747155e-03,-1.257812e+00
2.747315e-03,-1.984375e+00
2.747475e-03,-1.257812e+00
2.747635e-03,-3.304688e+00
2.747795e-03,1.015625e-01
2.747955e-03,-2.000000e+00
2.748115e-03,-9.453125e-01
2.748275e-03,-1.570312e+00
2.748435e-03,-3.593750e-01
2.748595e-03,-1.351562e+00
2.748755e-03,-1.375000e+00
2.748915e-03,-7.031250e-02
2.749075e-03,-9.140625e-01
2.749235e-03,-1.062500e+00
2.749395e-03,-2.726562e+00
2.749555e-03,-1.250000e-01
2.749715e-03,-2.632812e+00
2.749875e-03,-2.437500e+00
2.750035e-03,-2.148438e+00
2.750195e-03,-9.687500e-01
2.750355e-03,-1.515625e+00
2.750515e-03,-1.093750e+00
2.750675e-03,-9.921875e-01
2.750835e-03,-2.343750e-01
2.750995e-03,1.093750e-01
2.751155e-03,-1.078125e+00
2.751315e-03,-1.546875e+00
2.751475e-03,-2.734375e+00
2.751635e-03,-1.367188e+00
2.751795e-03,-5.234375e-01
2.751955e-03,-4.687500e-01
2.752115e-03,-1.062500e+00
2.752275e-03,-1.648438e+00
2.752435e-03,-3.507812e+00
2.752595e-03,-2.757812e+00
2.752755e-03,-6.562500e-01
2.752915e-03,-1.804688e+00
2.753075e-03,-1.359375e+00
2.753235e-03,-1.531250e+00
2.753395e-03,8.203125e-01
2.753555e-03,-2.437500e+00
2.753715e-03,-2.179688e+00
2.753875e-03,-3.281250e+00
2.754035e-03,-3.382812e+00
2.754195e-03,-2.234375e+00
2.754355e-03,-1.375000e+00
2.754515e-03,-1.414062e+00
2.754675e-03,-1.312500e+00
2.754835e-03,-1.640625e+00
2.754995e-03,4.687500e-01
2.755155e-03,-2.195312e+00
2.755315e-03,-1.968750e+00
2.755475e-03,-9.062500e-01
2.755635e-03,-2.429688e+00
2.755795e-03,-4.140625e-01
2.755955e-03,1.171875e-01
2.756115e-03,-1.015625e-01
2.756275e-03,-1.585938e+00
2.756435e-03,-1.523438e+00
2.756595e-03,-5.312500e-01
2.756755e-03,-1.601562e+00
2.756915e-03,-1.101562e+00
2.757075e-03,-7.734375e-01
2.757235e-03,-1.968750e+00
2.757395e-03,-2.007812e+00
2.757555e-03,-1.304688e+00
2.757715e-03,-1.796875e+00
2.757875e-03,-2.156250e+00
2.758035e-03,0.000000e+00
2.758195e-03,-2.054688e+00
2.758355e-03,-2.593750e+00
2.758515e-03,-1.953125e-01
2.758675e-03,1.640625e-01
2.758835e-03,-2.054688e+00
2.758995e-03,-1.351562e+00
2.759155e-03,-1.335938e+00
2.759315e-03,-8.046875e-01
2.759475e-03,-2.007812e+00
2.759635e-03,-1.757812e+00
2.759795e-03,1.093750e-01
2.759955e-03,-1.945312e+00
2.760115e-03,-1.171875e+00
2.760275e-03,-1.000000e+00
2.760435e-03,1.718750e-01
2.760595e-03,-2.382812e+00
2.760755e-03,-3.828125e-01
2.760915e-03,-2.046875e+00
2.761075e-03,-1.289062e+00
2.761235e-03,-2.203125e+00
2.761395e-03,4.609375e-01
2.761555e-03,-1.585938e+00
2.761715e-03,-7.343750e-01
2.761875e-03,-1.320312e+00
2.762035e-03,7.656250e-01
2.762195e-03,-1.171875e-01
2.762355e-03,-2.656250e-01
2.762515e-03,-9.218750e-01
2.762675e-03,-2.156250e+00
2.762835e-03,-1.968750e+00
2.762995e-03,-2.414062e+00
2.763155e-03,-2.117188e+00
2.763315e-03,5.156250e-01
2.763475e-03,-3.140625e+00
2.763635e-03,-1.640625e-01
2.763795e-03,-7.656250e-01
2.763955e-03,-7.500000e-01
2.764115e-03,-1.640625e+00
2.764275e-03,-2.210938e+00
2.764435e-03,-8.515625e-01
2.764595e-03,-1.234375e+00
2.764755e-03,-4.843750e-01
2.764915e-03,-1.273438e+00
2.765075e-03,-1.828125e+00
2.765235e-03,-7.265625e-01
2.765395e-03,-1.687500e+00
2.765555e-03,-7.421875e-01
2.765715e-03,-1.843750e+00
2.765875e-03,-2.250000e+00
2.766035e-03,2.265625e-01
2.766195e-03,-8.359375e-01
2.766355e-03,-3.906250e-02
2.766515e-03,-2.367188e+00
2.766675e-03,3.593750e-01
2.766835e-03,1.890625e+00
2.766995e-03,7.601562e+00
2.767155e-03,1.996875e+01
2.767315e-03,2.705469e+01
2.767475e-03,3.473438e+01
2.767635e-03,4.207812e+01
2.767795e-03,5.003125e+01
2.767955e-03,5.944531e+01
2.768115e-03,6.742969e+01
2.768275e-03,7.667188e+01
2.768435e-03,8.200781e+01
2.768595e-03,9.045312e+01
2.768755e-03,9.942969e+01
2.768915e-03,1.060469e+02
2.769075e-03,1.160156e+02
2.769235e-03,1.238906e+02
2.769395e-03,1.304453e+02
2.769555e-03,1.374453e+02
2.769715e-03,1.470625e+02
2.769875e-03,1.558984e+02
2.770035e-03,1.621328e+02
2.770195e-03,1.683906e+02
2.770355e-03,1.745391e+02
2.770515e-03,1.816172e+02
2.770675e-03,1.889766e+02
2.770835e-03,1.954844e+02
2.770995e-03,2.024844e+02
2.771155e-03,2.088828e+02
2.771315e-03,2.125703e+02
2.771475e-03,2.183594e+02
2.771635e-03,2.249922e+02
2.771795e-03,2.315391e+02
2.771955e-03,2.355078e+02
2.772115e-03,2.408047e+02
2.772275e-03,2.446484e+02
2.772435e-03,2.479688e+02
2.772595e-03,2.534609e+02
2.772755e-03,2.571875e+02
2.772915e-03,2.627969e+02
2.773075e-03,2.680312e+02
2.773235e-03,2.686484e+02
2.773395e-03,2.738828e+02
2.773555e-03,2.782188e+02
2.773715e-03,2.815156e+02
2.773875e-03,2.832891e+02
2.774035e-03,2.876406e+02
2.774195e-03,2.902812e+02
2.774355e-03,2.925078e+02
2.774515e-03,2.932734e+02
2.774675e-03,2.956719e+02
2.774835e-03,2.991484e+02
2.774995e-03,2.998438e+02
2.775155e-03,3.007500e+02
2.775315e-03,3.021406e+02
2.775475e-03,3.024922e+02
2.775635e-03,3.041016e+02
2.775795e-03,3.073438e+02
2.775955e-03,3.063047e+02
2.776115e-03,3.055625e+02
2.776275e-03,3.061406e+02
2.776435e-03,3.066172e+02
2.776595e-03,3.063750e+02
2.776755e-03,3.059453e+02
2.776915e-03,3.066719e+02
2.777075e-03,3.059688e+02
2.777235e-03,3.053906e+02
2.777395e-03,3.033516e+02
2.777555e-03,3.021406e+02
2.777715e-03,3.026094e+02
2.777875e-03,2.987344e+02
2.778035e-03,2.985312e+02
2.778195e-03,2.977109e+02
2.778355e-03,2.949375e+02
2.778515e-03,2.930625e+02
2.778675e-03,2.924531e+02
2.778835e-03,2.891562e+02
2.778995e-03,2.871094e+02
2.779155e-03,2.845078e+02
2.779315e-03,2.813594e+02
2.779475e-03,2.780234e+02
2.779635e-03,2.757266e+02
2.779795e-03,2.718672e+02
2.779955e-03,2.720547e+02
2.780115e-03,2.660000e+02
2.780275e-03,2.634531e+02
2.780435e-03,2.584766e+02
2.780595e-03,2.565625e+02
2.780755e-03,2.523672e+02
2.780915e-03,2.482578e+02
2.781075e-03,2.440859e+02
2.781235e-03,2.421250e+02
2.781395e-03,2.378125e+02
2.781555e-03,2.327344e+02
2.781715e-03,2.284922e+02
2.781875e-03,2.249922e+02
2.782035e-03,2.214219e+02
2.782195e-03,2.164688e+02
2.782355e-03,2.125469e+02
2.782515e-03,2.060547e+02
2.782675e-03,2.046094e+02
2.782835e-03,1.979062e+02
2.782995e-03,1.942969e+02
2.783155e-03,1.893125e+02
2.783315e-03,1.858984e+02
2.783475e-03,1.815391e+02
2.783635e-03,1.752266e+02
2.783795e-03,1.702500e+02
2.783955e-03,1.657969e+02
2.784115e-03,1.601094e+02
2.784275e-03,1.553281e+02
2.784435e-03,1.492891e+02
2.784595e-03,1.470078e+02
2.784755e-03,1.393906e+02
2.784915e-03,1.354453e+02
2.785075e-03,1.309219e+02
2.785235e-03,1.262656e+02
2.785395e-03,1.218906e+02
2.785555e-03,1.175000e+02
2.785715e-03,1.116562e+02
2.785875e-03,1.067656e+02
2.786035e-03,1.017266e+02
2.786195e-03,9.514844e+01
2.786355e-03,9.132812e+01
2.786515e-03,8.709375e+01
2.786675e-03,8.161719e+01
2.786835e-03,7.693750e+01
2.786995e-03,7.275781e+01
2.787155e-03,6.832812e+01
2.787315e-03,6.294531e+01
2.787475e-03,5.784375e+01
2.787635e-03,5.308594e+01
2.787795e-03,5.069531e+01
2.787955e-03,4.584375e+01
2.788115e-03,4.187500e+01
2.788275e-03,3.780469e+01
2.788435e-03,3.351562e+01
2.788595e-03,2.786719e+01
2.788755e-03,2.423438e+01
2.788915e-03,2.032031e+01
2.789075e-03,1.744531e+01
2.789235e-03,1.241406e+01
2.789395e-03,1.109375e+01
2.789555e-03,6.031250e+00
2.789715e-03,3.609375e+00
2.789875e-03,9.218750e-01
2.790035e-03,5.078125e-01
2.790195e-03,-9.843750e-01
2.790355e-03,-8.828125e-01
2.790515e-03,-1.742188e+00
2.790675e-03,-5.781250e-01
2.790835e-03,-3.195312e+00
2.790995e-03,-1.562500e-02
2.791155e-03,-2.523438e+00
2.791315e-03,-2.914062e+00
2.791475e-03,-2.726562e+00
2.791635e-03,-1.757812e+00
2.791795e-03,-8.125000e-01
2.791955e-03,-2.656250e+00
2.792115e-03,-3.046875e-01
2.792275e-03,-1.085938e+00
2.792435e-03,-1.359375e+00
2.792595e-03,-1.968750e+00
2.792755e-03,-1.015625e+00
2.792915e-03,-1.304688e+00
2.793075e-03,-2.984375e+00
2.793235e-03,-2.101562e+00
2.793395e-03,-2.484375e+00
2.793555e-03,-2.679688e+00
2.793715e-03,-1.867188e+00
2.793875e-03,-1.242188e+00
2.794035e-03,-2.015625e+00
2.794195e-03,-3.976562e+00
2.794355e-03,-1.617188e+00
2.794515e-03,-2.296875e+00
2.794675e-03,-1.148438e+00
2.794835e-03,-1.937500e+00
2.794995e-03,-6.640625e-01
2.795155e-03,-1.289062e+00
2.795315e-03,-3.257812e+00
2.795475e-03,-1.101562e+00
2.795635e-03,-2.382812e+00
2.795795e-03,-2.070312e+00
2.795955e-03,-1.421875e+00
2.796115e-03,-1.695312e+00
2.796275e-03,-1.843750e+00
2.796435e-03,-9.218750e-01
2.796595e-03,-2.929688e+00
2.796755e-03,-3.226562e+00
2.796915e-03,-3.335938e+00
2.797075e-03,-1.984375e+00
2.797235e-03,-1.109375e+00
2.797395e-03,-3.031250e+00
2.797555e-03,-2.453125e+00
2.797715e-03,-1.132812e+00
2.797875e-03,-9.687500e-01
2.798035e-03,-1.929688e+00
2.798195e-03,-2.734375e-01
2.798355e-03,-1.281250e+00
2.798515e-03,-2.492188e+00
2.798675e-03,9.062500e-01
2.798835e-03,-2.640625e+00
2.798995e-03,-1.867188e+00
2.799155e-03,-2.414062e+00
2.799315e-03,-2.375000e+00
2.799475e-03,-2.296875e+00
2.799635e-03,-2.257812e+00
2.799795e-03,-1.945312e+00
2.799955e-03,-2.554688e+00
2.800115e-03,-1.117188e+00
2.800275e-03,-2.171875e+00
2.800435e-03,-1.671875e+00
2.800595e-03,-1.781250e+00
2.800755e-03,-1.531250e+00
2.800915e-03,-2.453125e+00
2.801075e-03,-6.640625e-01
2.801235e-03,-2.820312e+00
2.801395e-03,-4.218750e+00
2.801555e-03,-2.304688e+00
2.801715e-03,-1.890625e+00
2.801875e-03,-2.140625e+00
2.802035e-03,-1.500000e+00
2.802195e-03,-2.335938e+00
2.802355e-03,-1.921875e+00
2.802515e-03,-2.703125e+00
2.802675e-03,-2.304688e+00
2.802835e-03,-7.500000e-01
2.802995e-03,-9.375000e-01
2.803155e-03,-1.062500e+00
2.803315e-03,-1.078125e+00
2.803475e-03,-1.593750e+00
2.803635e-03,-2.109375e+00
2.803795e-03,-1.796875e+00
2.803955e-03,-1.539062e+00
2.804115e-03,-2.554688e+00
2.804275e-03,-2.281250e+00
2.804435e-03,-1.460938e+00
2.804595e-03,-1.718750e+00
2.804755e-03,-1.976562e+00
2.804915e-03,-1.335938e+00
2.805075e-03,-1.671875e+00
2.805235e-03,-1.968750e+00
2.805395e-03,-2.125000e+00
2.805555e-03,-2.320312e+00
2.805715e-03,-2.398438e+00
2.805875e-03,-2.203125e+00
2.806035e-03,-9.218750e-01
2.806195e-03,-3.445312e+00
2.806355e-03,-3.406250e+00
2.806515e-03,-1.039062e+00
2.806675e-03,-1.296875e+00
2.806835e-03,-1.023438e+00
2.806995e-03,-8.281250e-01
2.807155e-03,-2.554688e+00
2.807315e-03,-2.023438e+00
2.807475e-03,-1.500000e+00
2.807635e-03,-9.687500e-01
2.807795e-03,-1.484375e+00
2.807955e-03,-2.023438e+00
2.808115e-03,-5.078125e-01
2.808275e-03,-8.125000e-01
2.808435e-03,-2.312500e+00
2.808595e-03,-1.585938e+00
2.808755e-03,-1.156250e+00
2.808915e-03,-1.914062e+00
2.809075e-03,-2.265625e+00
2.809235e-03,-4.765625e-01
2.809395e-03,-2.953125e+00
2.809555e-03,-1.140625e+00
2.809715e-03,-1.312500e+00
2.809875e-03,-1.203125e+00
2.810035e-03,-1.796875e+00
2.810195e-03,-1.742188e+00
2.810355e-03,-2.171875e+00
2.810515e-03,-2.148438e+00
2.810675e-03,-6.406250e-01
2.810835e-03,-3.007812e+00
2.810995e-03,-2.046875e+00
2.811155e-03,-2.031250e+00
2.811315e-03,-1.960938e+00
2.811475e-03,-2.226562e+00
2.811635e-03,-1.679688e+00
2.811795e-03,-2.164062e+00
2.811955e-03,-3.148438e+00
2.812115e-03,-1.828125e+00
2.812275e-03,-3.718750e+00
2.812435e-03,-3.234375e+00
2.812595e-03,-1.320312e+00
2.812755e-03,-2.234375e+00
2.812915e-03,-1.960938e+00
2.813075e-03,-1.601562e+00
2.813235e-03,-1.632812e+00
2.813395e-03,-2.062500e+00
2.813555e-03,-2.046875e+00
2.813715e-03,-3.734375e+00
2.813875e-03,-2.625000e+00
2.814035e-03,-2.562500e+00
2.814195e-03,-3.023438e+00
2.814355e-03,-3.054688e+00
2.814515e-03,-1.531250e+00
2.814675e-03,2.734375e-01
2.814835e-03,-2.734375e-01
2.814995e-03,-2.210938e+00
2.815155e-03,-2.609375e+00
2.815315e-03,-1.250000e+00
2.815475e-03,-7.890625e-01
2.815635e-03,-2.578125e-01
2.815795e-03,-1.328125e+00
2.815955e-03,-3.203125e+00
2.816115e-03,-5.468750e-01
2.816275e-03,-1.593750e+00
2.816435e-03,-2.070312e+00
2.816595e-03,-1.023438e+00
2.816755e-03,-2.921875e+00
2.816915e-03,-1.250000e+00
2.817075e-03,-3.984375e-01
2.817235e-03,2.421875e-01
2.817395e-03,-1.070312e+00
2.817555e-03,-1.507812e+00
2.817715e-03,-3.984375e-01
2.817875e-03,-2.164062e+00
2.818035e-03,-4.609375e-01
2.818195e-03,-2.453125e+00
2.818355e-03,-8.125000e-01
2.818515e-03,-1.539062e+00
2.818675e-03,-2.109375e+00
2.818835e-03,-2.093750e+00
2.818995e-03,-1.710938e+00
2.819155e-03,-1.968750e+00
2.819315e-03,-2.890625e-01
2.819475e-03,-4.054688e+00
2.819635e-03,-1.812500e+00
2.819795e-03,-1.867188e+00
2.819955e-03,-2.296875e+00
2.820115e-03,-3.898438e+00
2.820275e-03,-2.351562e+00
2.820435e-03,-2.820312e+00
2.820595e-03,-1.539062e+00
2.820755e-03,-2.765625e+00
2.820915e-03,-6.796875e-01
2.821075e-03,-4.117188e+00
2.821235e-03,-1.070312e+00
2.821395e-03,-1.164062e+00
2.821555e-03,-1.125000e+00
2.821715e-03,-1.375000e+00
2.821875e-03,-1.992188e+00
2.822035e-03,-3.984375e-01
2.822195e-03,-1.703125e+00
2.822355e-03,2.343750e-02
2.822515e-03,-1.875000e+00
2.822675e-03,-1.250000e+00
2.822835e-03,-2.187500e-01
2.822995e-03,-1.367188e+00
2.823155e-03,-2.179688e+00
2.823315e-03,-1.218750e+00
2.823475e-03,-1.218750e+00
2.823635e-03,-1.734375e+00
2.823795e-03,-1.218750e+00
2.823955e-03,-3.468750e+00
2.824115e-03,-2.125000e+00
2.824275e-03,4.453125e-01
2.824435e-03,-5.156250e-01
2.824595e-03,-1.476562e+00
2.824755e-03,-1.539062e+00
2.824915e-03,-2.281250e+00
2.825075e-03,-2.859375e+00
2.825235e-03,-1.414062e+00
2.825395e-03,-6.406250e-01
2.825555e-03,-1.500000e+00
2.825715e-03,-2.070312e+00
2.825875e-03,-2.820312e+00
2.826035e-03,-6.171875e-01
2.826195e-03,3.046875e-01
2.826355e-03,-1.515625e+00
2.826515e-03,-3.085938e+00
2.826675e-03,-1.500000e+00
2.826835e-03,7.343750e-01
2.826995e-03,-1.015625e+00
2.827155e-03,-2.835938e+00
2.827315e-03,-1.992188e+00
2.827475e-03,-2.367188e+00
2.827635e-03,-2.484375e+00
2.827795e-03,-2.554688e+00
2.827955e-03,-1.492188e+00
2.828115e-03,-4.921875e-01
2.828275e-03,-2.242188e+00
2.828435e-03,-1.023438e+00
2.828595e-03,-2.515625e+00
2.828755e-03,-1.429688e+00
2.828915e-03,-8.515625e-01
2.829075e-03,-4.062500e-01
2.829235e-03,-1.367188e+00
2.829395e-03,-2.117188e+00
2.829555e-03,-2.632812e+00
2.829715e-03,-6.250000e-01
2.829875e-03,-2.421875e-01
2.830035e-03,-4.921875e-01
2.830195e-03,-1.414062e+00
2.830355e-03,-2.125000e+00
2.830515e-03,-1.812500e+00
2.830675e-03,-6.328125e-01
2.830835e-03,-4.062500e-01
2.830995e-03,-5.234375e-01
2.831155e-03,6.250000e-02
2.831315e-03,-5.625000e-01
2.831475e-03,-2.851562e+00
2.831635e-03,-1.218750e+00
2.831795e-03,-1.453125e+00
2.831955e-03,-3.671875e-01
2.832115e-03,-1.734375e+00
2.832275e-03,-4.453125e-01
2.832435e-03,-1.164062e+00
2.832595e-03,-2.734375e-01
2.832755e-03,-1.804688e+00
2.832915e-03,-5.390625e-01
2.833075e-03,-1.390625e+00
2.833235e-03,-1.859375e+00
2.833395e-03,-9.921875e-01
2.833555e-03,-2.210938e+00
2.833715e-03,-6.640625e-01
2.833875e-03,-1.562500e+00
2.834035e-03,-2.304688e+00
2.834195e-03,-2.242188e+00
2.834355e-03,-7.109375e-01
2.834515e-03,4.375000e-01
2.834675e-03,2.890625e-01
2.834835e-03,-2.679688e+00
2.834995e-03,-6.093750e-01
2.835155e-03,-1.187500e+00
2.835315e-03,3.828125e-01
2.835475e-03,-1.492188e+00
2.835635e-03,-3.515625e-01
2.835795e-03,2.578125e-01
2.835955e-03,6.875000e-01
2.836115e-03,-1.828125e+00
2.836275e-03,-1.445312e+00
2.836435e-03,-1.742188e+00
2.836595e-03,-1.140625e+00
2.836755e-03,-1.382812e+00
2.836915e-03,-1.257812e+00
2.837075e-03,-1.195312e+00
2.837235e-03,9.375000e-02
2.837395e-03,-1.554688e+00
2.837555e-03,-2.070312e+00
2.837715e-03,-1.484375e+00
2.837875e-03,-2.156250e+00
2.838035e-03,-8.281250e-01
2.838195e-03,-1.351562e+00
2.838355e-03,-3.125000e-01
2.838515e-03,3.906250e-01
2.838675e-03,-2.359375e+00
2.838835e-03,-1.687500e+00
2.838995e-03,-2.796875e+00
2.839155e-03,-8.593750e-01
2.839315e-03,8.046875e-01
2.839475e-03,-1.664062e+00
2.839635e-03,-1.632812e+00
2.839795e-03,-9.140625e-01
2.839955e-03,-2.171875e+00
2.840115e-03,-2.343750e+00
2.840275e-03,-9.218750e-01
2.840435e-03,3.125000e-02
2.840595e-03,-2.031250e+00
2.840755e-03,-8.750000e-01
2.840915e-03,-1.195312e+00
2.841075e-03,-1.562500e+00
2.841235e-03,-2.570312e+00
2.841395e-03,-1.890625e+00
2.841555e-03,-1.179688e+00
2.841715e-03,-1.320312e+00
2.841875e-03,-2.234375e+00
2.842035e-03,-1.890625e+00
2.842195e-03,-1.695312e+00
2.842355e-03,-1.656250e+00
2.842515e-03,-1.601562e+00
2.842675e-03,-1.437500e+00
2.842835e-03,-1.750000e+00
2.842995e-03,-1.671875e+00
2.843155e-03,-1.843750e+00
2.843315e-03,-2.101562e+00
2.843475e-03,-3.515625e-01
2.843635e-03,-2.421875e-01
2.843795e-03,-9.843750e-01
2.843955e-03,-1.460938e+00
2.844115e-03,-1.031250e+00
2.844275e-03,-8.359375e-01
2.844435e-03,-1.257812e+00
2.844595e-03,-1.437500e+00
2.844755e-03,-6.875000e-01
2.844915e-03,-2.445312e+00
2.845075e-03,-7.890625e-01
2.845235e-03,-1.656250e+00
2.845395e-03,-2.187500e+00
2.845555e-03,-1.968750e+00
2.845715e-03,-7.812500e-02
2.845875e-03,9.921875e-01
2.846035e-03,-1.335938e+00
2.846195e-03,-1.476562e+00
2.846355e-03,-1.359375e+00
2.846515e-03,-2.437500e+00
2.846675e-03,-1.773438e+00
2.846835e-03,-1.085938e+00
2.846995e-03,-8.203125e-01
2.847155e-03,-2.500000e-01
2.847315e-03,-1.265625e+00
2.847475e-03,-1.039062e+00
2.847635e-03,-2.976562e+00
2.847795e-03,-1.515625e+00
2.847955e-03,-1.250000e-01
2.848115e-03,1.328125e-01
2.848275e-03,-1.804688e+00
2.848435e-03,-3.671875e-01
2.848595e-03,-2.531250e+00
2.848755e-03,-7.890625e-01
2.848915e-03,-1.820312e+00
2.849075e-03,-2.156250e+00
2.849235e-03,-2.015625e+00
2.849395e-03,-3.828125e-01
2.849555e-03,-9.687500e-01
2.849715e-03,-1.046875e+00
2.849875e-03,-2.257812e+00
2.850035e-03,-2.679688e+00
2.850195e-03,-1.984375e+00
2.850355e-03,-1.250000e-01
2.850515e-03,-1.117188e+00
2.850675e-03,-1.625000e+00
2.850835e-03,-2.617188e+00
2.850995e-03,-1.406250e+00
2.851155e-03,-3.070312e+00
2.851315e-03,-7.812500e-02
2.851475e-03,-1.828125e+00
2.851635e-03,-2.500000e+00
2.851795e-03,-1.953125e+00
2.851955e-03,-8.750000e-01
2.852115e-03,-1.812500e+00
2.852275e-03,-1.101562e+00
2.852435e-03,-2.062500e+00
2.852595e-03,3.906250e-01
2.852755e-03,-5.234375e-01
2.852915e-03,-1.242188e+00
2.853075e-03,-3.437500e-01
2.853235e-03,-8.203125e-01
2.853395e-03,-1.984375e+00
2.853555e-03,-1.773438e+00
2.853715e-03,-1.992188e+00
2.853875e-03,-4.843750e-01
