,0,Time
0,-0.8000000000000007,0.0033424
1,-0.8000000000000007,0.0033424400000000003
2,-0.8000000000000007,0.00334248
3,-0.8000000000000007,0.0033425200000000003
4,-1.200000000000001,0.00334256
5,-0.8000000000000007,0.0033426000000000003
6,-0.8000000000000007,0.00334264
7,-0.40000000000000036,0.0033426800000000002
8,-0.8000000000000007,0.00334272
9,-0.8000000000000007,0.00334276
10,-0.8000000000000007,0.0033428
11,-0.8000000000000007,0.00334284
12,-0.8000000000000007,0.0033428800000000003
13,-1.200000000000001,0.00334292
14,-0.8000000000000007,0.0033429600000000003
15,-0.8000000000000007,0.003343
16,-0.8000000000000007,0.0033430400000000002
17,-0.8000000000000007,0.00334308
18,-0.8000000000000007,0.00334312
19,-0.8000000000000007,0.00334316
20,-0.8000000000000007,0.0033432
21,-0.8000000000000007,0.0033432400000000004
22,-1.200000000000001,0.00334328
23,-0.8000000000000007,0.0033433200000000003
24,-0.8000000000000007,0.00334336
25,-0.8000000000000007,0.0033434000000000003
26,-1.200000000000001,0.00334344
27,-0.8000000000000007,0.0033434800000000002
28,-1.200000000000001,0.00334352
29,-0.8000000000000007,0.00334356
30,-1.200000000000001,0.0033436
31,-0.8000000000000007,0.00334364
32,-0.40000000000000036,0.0033436800000000003
33,-0.8000000000000007,0.00334372
34,-0.8000000000000007,0.0033437600000000003
35,-1.200000000000001,0.0033438
36,-0.8000000000000007,0.0033438400000000003
37,-1.200000000000001,0.00334388
38,-1.200000000000001,0.0033439200000000002
39,-0.8000000000000007,0.00334396
40,-0.8000000000000007,0.003344
41,-1.200000000000001,0.00334404
42,-0.8000000000000007,0.00334408
43,-0.8000000000000007,0.0033441200000000003
44,-0.8000000000000007,0.00334416
45,-0.8000000000000007,0.0033442000000000003
46,-0.8000000000000007,0.00334424
47,-0.40000000000000036,0.0033442800000000003
48,-1.200000000000001,0.00334432
49,-0.40000000000000036,0.00334436
50,-0.40000000000000036,0.0033444
51,-0.8000000000000007,0.00334444
52,-0.8000000000000007,0.00334448
53,-0.8000000000000007,0.00334452
54,-1.200000000000001,0.0033445600000000003
55,-0.40000000000000036,0.0033446
56,-0.8000000000000007,0.0033446400000000003
57,-0.8000000000000007,0.00334468
58,-0.8000000000000007,0.0033447200000000002
59,-1.200000000000001,0.00334476
60,-0.8000000000000007,0.0033448
61,-0.40000000000000036,0.00334484
62,-0.8000000000000007,0.00334488
63,-1.200000000000001,0.0033449200000000004
64,-0.8000000000000007,0.00334496
65,-0.40000000000000036,0.0033450000000000003
66,-0.8000000000000007,0.00334504
67,-0.8000000000000007,0.0033450800000000003
68,-0.40000000000000036,0.00334512
69,-0.40000000000000036,0.0033451600000000002
70,-0.8000000000000007,0.0033452
71,-0.8000000000000007,0.00334524
72,-0.8000000000000007,0.00334528
